icon,datetime,temp,windspeed,preciptype,description
partly-cloudy-day,2021-05-10,16.4,31.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-11,15.9,23.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-12,14.3,23.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-13,16.2,19.3,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-05-14,16.8,14.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-15,18.2,15.6,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-05-16,16.4,17.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-17,18.1,12.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-18,19.6,17.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-19,22,19.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-20,23.5,24.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-21,21.6,17.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-22,24.9,23.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-05-23,28.9,30.6,--,Clearing in the afternoon.
rain,2021-05-24,20.2,25,rain,Cloudy skies throughout the day with rain.
partly-cloudy-day,2021-05-25,19.4,17.6,--,Partly cloudy throughout the day.
rain,2021-05-26,24.6,26.2,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2021-05-27,25,26.6,--,Partly cloudy throughout the day.
rain,2021-05-28,21.3,22.7,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-05-29,12.4,26.7,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2021-05-30,11.8,25.8,rain,Cloudy skies throughout the day with rain.
partly-cloudy-day,2021-05-31,17,22.2,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-06-01,19.8,23.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-06-02,21.9,22.4,--,Partly cloudy throughout the day.
rain,2021-06-03,22.6,29,rain,Cloudy skies throughout the day with rain.
rain,2021-06-04,23.8,19.9,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2021-06-05,26.5,23.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-06-06,27.3,20,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-06-07,27.9,21.4,--,Partly cloudy throughout the day.
rain,2021-06-08,27.5,21.1,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2021-06-09,27.5,19.4,--,Partly cloudy throughout the day.
rain,2021-06-10,25.4,22.5,rain,Partly cloudy throughout the day with rain.
rain,2021-06-11,20.5,23.9,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2021-06-12,21.6,21.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-06-13,23.4,19.8,--,Partly cloudy throughout the day.
rain,2021-06-14,25,31.1,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-06-15,23.1,30.4,rain,Becoming cloudy in the afternoon with early morning rain.
partly-cloudy-day,2021-06-16,22.8,22,--,Clearing in the afternoon.
partly-cloudy-day,2021-06-17,21.8,19.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-06-18,23.1,23.5,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-06-19,26.1,22.3,--,Partly cloudy throughout the day.
rain,2021-06-20,26.9,23.7,rain,Partly cloudy throughout the day with early morning rain.
rain,2021-06-21,26.9,23.5,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-06-22,21.2,20.6,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2021-06-23,19.5,19.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-06-24,21.3,15.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-06-25,22.1,19.8,--,Partly cloudy throughout the day.
rain,2021-06-26,25.7,23.8,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2021-06-27,27.2,28.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-06-28,28.3,21.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-06-29,28.9,24.7,--,Becoming cloudy in the afternoon.
rain,2021-06-30,29.4,23.9,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-07-01,26.2,14.2,rain,Partly cloudy throughout the day with rain.
rain,2021-07-02,23.7,26.6,rain,Partly cloudy throughout the day with rain clearing later.
rain,2021-07-03,22.2,25,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2021-07-04,24.1,17.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-07-05,26.4,22,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-07-06,28.4,24.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-07-07,29.3,24.7,--,Partly cloudy throughout the day.
rain,2021-07-08,26.5,28.6,rain,Partly cloudy throughout the day with rain.
rain,2021-07-09,25.2,27.2,rain,Becoming cloudy in the afternoon with rain.
partly-cloudy-day,2021-07-10,24.8,23.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-07-11,27.7,24.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-07-12,28.9,26.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-07-13,29.5,30.3,--,Becoming cloudy in the afternoon.
rain,2021-07-14,27.6,18.1,rain,Becoming cloudy in the afternoon with rain.
partly-cloudy-day,2021-07-15,27.6,21.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-07-16,29.7,24.6,--,Partly cloudy throughout the day.
rain,2021-07-17,29.2,32.2,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2021-07-18,25.6,27.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-07-19,26.6,16.3,--,Partly cloudy throughout the day.
clear-day,2021-07-20,28,17.3,--,Clear conditions throughout the day.
rain,2021-07-21,27.3,30.7,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2021-07-22,24.6,22.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-07-23,24.7,15.8,--,Partly cloudy throughout the day.
rain,2021-07-24,25.2,25,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2021-07-25,27,23,--,Partly cloudy throughout the day.
rain,2021-07-26,28.1,21.9,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-07-27,28.2,17.4,rain,Partly cloudy throughout the day with morning rain.
rain,2021-07-28,28.4,19.9,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-07-29,26.2,22.6,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2021-07-30,28.1,24.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-07-31,23.7,19.1,--,Partly cloudy throughout the day.
rain,2021-08-01,23.6,21.3,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
partly-cloudy-day,2021-08-02,23.3,21.5,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-08-03,23.3,16.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-08-04,23.5,20.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-08-05,24.6,15.9,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-08-06,26.4,23.2,--,Becoming cloudy in the afternoon.
rain,2021-08-07,22.5,15.2,rain,Cloudy skies throughout the day with rain.
partly-cloudy-day,2021-08-08,25.5,18,--,Partly cloudy throughout the day.
rain,2021-08-09,26.7,25.2,rain,Partly cloudy throughout the day with rain.
rain,2021-08-10,27.6,37.4,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-08-11,27.4,20.2,rain,Becoming cloudy in the afternoon with late afternoon rain.
partly-cloudy-day,2021-08-12,28.8,24.8,--,Partly cloudy throughout the day.
rain,2021-08-13,29.3,24.6,rain,Partly cloudy throughout the day with late afternoon rain.
partly-cloudy-day,2021-08-14,27.9,16.3,--,Partly cloudy throughout the day.
rain,2021-08-15,25.2,20.7,rain,Cloudy skies throughout the day with rain clearing later.
rain,2021-08-16,24.9,16,rain,Cloudy skies throughout the day with rain.
rain,2021-08-17,26.6,16.2,rain,Partly cloudy throughout the day with rain.
rain,2021-08-18,28,32.2,rain,Partly cloudy throughout the day with a chance of rain throughout the day.
rain,2021-08-19,28.2,20.8,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-08-20,25.2,21.2,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2021-08-21,26.6,15.3,rain,Partly cloudy throughout the day with afternoon rain.
rain,2021-08-22,25.7,14,rain,Partly cloudy throughout the day with rain.
rain,2021-08-23,28.5,26.6,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-08-24,28.7,23.1,rain,Partly cloudy throughout the day with early morning rain.
rain,2021-08-25,28.3,15.7,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-08-26,26.8,24.1,rain,Partly cloudy throughout the day with afternoon rain.
rain,2021-08-27,27,21,rain,Becoming cloudy in the afternoon with rain.
rain,2021-08-28,27.7,22.6,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-08-29,25.4,17.3,rain,Partly cloudy throughout the day with early morning rain.
rain,2021-08-30,27,25.3,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-08-31,26.7,14,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-09-01,24.9,38.9,rain,Cloudy skies throughout the day with rain.
rain,2021-09-02,21.7,26.9,rain,Partly cloudy throughout the day with morning rain.
clear-day,2021-09-03,20.7,16,--,Clear conditions throughout the day.
partly-cloudy-day,2021-09-04,21.3,15.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-05,22.7,16.1,--,Partly cloudy throughout the day.
rain,2021-09-06,25.2,25,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2021-09-07,23.8,24.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-08,24.6,23.7,--,Partly cloudy throughout the day.
rain,2021-09-09,22.7,22.8,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2021-09-10,21,27.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-11,21,19.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-12,23.4,28.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-13,26.5,20.4,--,Clearing in the afternoon.
partly-cloudy-day,2021-09-14,26.6,16.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-15,26.6,28.5,--,Partly cloudy throughout the day.
rain,2021-09-16,24.3,15.8,rain,Cloudy skies throughout the day with rain.
rain,2021-09-17,24.2,17.3,rain,Partly cloudy throughout the day with rain in the morning and afternoon.
partly-cloudy-day,2021-09-18,24.4,12.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-19,24.3,19.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-20,22,19.9,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-21,22.7,20,--,Partly cloudy throughout the day.
rain,2021-09-22,24,32.5,rain,Cloudy skies throughout the day with rain.
rain,2021-09-23,21.2,33.3,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2021-09-24,18.4,23,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-25,18.9,17.2,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-09-26,20,28.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-27,20,25.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-28,22.5,19.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-09-29,19.3,24.2,--,Clearing in the afternoon.
partly-cloudy-day,2021-09-30,18.2,21,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-10-01,17.6,13.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-10-02,19.1,17.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-10-03,21.9,21.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-10-04,23.8,17.6,--,Partly cloudy throughout the day.
rain,2021-10-05,22.9,26.7,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-10-06,20.9,16,rain,Cloudy skies throughout the day with rain clearing later.
partly-cloudy-day,2021-10-07,21.1,12.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-10-08,21.6,12.6,--,Partly cloudy throughout the day.
cloudy,2021-10-09,20.5,21.4,--,Cloudy skies throughout the day.
rain,2021-10-10,20.3,25.9,rain,Cloudy skies throughout the day with rain.
rain,2021-10-11,19.5,21.2,rain,Cloudy skies throughout the day with early morning rain.
rain,2021-10-12,19.7,14.1,rain,Cloudy skies throughout the day with rain.
rain,2021-10-13,20.6,12.5,rain,Cloudy skies throughout the day with early morning rain.
partly-cloudy-day,2021-10-14,21.4,14.7,--,Partly cloudy throughout the day.
rain,2021-10-15,21.4,14.6,rain,Partly cloudy throughout the day with morning rain.
rain,2021-10-16,20,29.3,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2021-10-17,14.5,30.9,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-10-18,14.5,33.2,--,Partly cloudy throughout the day.
clear-day,2021-10-19,15.7,21.2,--,Clear conditions throughout the day.
clear-day,2021-10-20,18.3,20.6,--,Clearing in the afternoon.
partly-cloudy-day,2021-10-21,17.6,18.7,--,Clearing in the afternoon.
partly-cloudy-day,2021-10-22,18.6,22,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-10-23,15.9,17.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-10-24,16.2,17.9,--,Partly cloudy throughout the day.
rain,2021-10-25,19.7,23.1,rain,Partly cloudy throughout the day with late afternoon rain.
rain,2021-10-26,15.6,41.2,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2021-10-27,15.8,34.5,--,Clearing in the afternoon.
partly-cloudy-day,2021-10-28,15.1,17.8,--,Partly cloudy throughout the day.
rain,2021-10-29,15.2,34.5,rain,Cloudy skies throughout the day with a chance of rain throughout the day.
rain,2021-10-30,15,23.1,rain,Cloudy skies throughout the day with rain.
partly-cloudy-day,2021-10-31,14.7,27.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-01,13.4,26.7,--,Partly cloudy throughout the day.
rain,2021-11-02,9.3,19.2,rain,Partly cloudy throughout the day with rain.
partly-cloudy-day,2021-11-03,7.7,23.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-04,7.6,10.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-05,7.2,19.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-06,7.5,18.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-07,8.9,19.7,--,Partly cloudy throughout the day.
clear-day,2021-11-08,12.5,19.8,--,Clear conditions throughout the day.
partly-cloudy-day,2021-11-09,13.2,15.6,--,Partly cloudy throughout the day.
rain,2021-11-10,15.5,23.4,rain,Clearing in the afternoon with morning rain.
partly-cloudy-day,2021-11-11,14.3,23.9,--,Partly cloudy throughout the day.
rain,2021-11-12,15.2,25.8,rain,Partly cloudy throughout the day with rain clearing later.
rain,2021-11-13,8.9,27,rain,Partly cloudy throughout the day with afternoon rain.
partly-cloudy-day,2021-11-14,5.8,22.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-15,7.5,32.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-16,7.4,14.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-17,10.1,14.8,--,Clearing in the afternoon.
rain,2021-11-18,15.7,34.1,rain,Becoming cloudy in the afternoon with late afternoon rain.
partly-cloudy-day,2021-11-19,6.6,36.2,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-20,4.8,17.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-21,7.7,16.4,--,Partly cloudy throughout the day.
rain,2021-11-22,8.5,34.9,rain,Partly cloudy throughout the day with rain clearing later.
partly-cloudy-day,2021-11-23,3.6,27.7,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-11-24,4.2,15.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-25,7,14,--,Partly cloudy throughout the day.
rain,2021-11-26,6.2,38.1,rain,Partly cloudy throughout the day with early morning rain.
partly-cloudy-day,2021-11-27,3.9,26.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-11-28,7.7,17.8,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-11-29,5.3,34.9,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-11-30,4.8,21.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-01,7.1,14.7,--,Becoming cloudy in the afternoon.
partly-cloudy-day,2021-12-02,12.8,26.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-03,10.4,36.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-04,9.2,14.5,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-05,7.6,13.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-06,12.8,48,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-07,4,33,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-08,4.2,30.3,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-09,3.3,19.7,--,Partly cloudy throughout the day.
rain,2021-12-10,7.8,17.4,rain,Cloudy skies throughout the day with late afternoon rain.
rain,2021-12-11,14.8,38.4,rain,Cloudy skies throughout the day with rain.
partly-cloudy-day,2021-12-12,7.3,31.7,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-13,5.1,15.6,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-14,7.6,12.4,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-15,8.2,10.8,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-16,12.9,23.4,--,Partly cloudy throughout the day.
cloudy,2021-12-17,15,19.7,--,Cloudy skies throughout the day.
cloudy,2021-12-18,11.3,15.6,--,Cloudy skies throughout the day.
partly-cloudy-day,2021-12-19,7.4,38.1,--,Partly cloudy throughout the day.
partly-cloudy-day,2021-12-20,1.1,16,--,Partly cloudy throughout the day.
